"","A.t1_rep2","A.t2_rep2","A.t3_rep2","A.t4_rep2","A.t5_rep2","A.t6_rep2","B.t1_rep2","B.t2_rep2","B.t3_rep2","B.t4_rep2","B.t5_rep2","B.t6_rep2"
"YKR088C",14850,16745,14460,15950,15670,17190,11875,12440,11930,14075,13100,11590
"YKR089C",27395,27590,26085,25825,25740,25105,24560,22900,22370,25185,22270,22205
"YKR090W",7085,7850,7145,6995,6990,6485,4745,5115,4795,5710,4845,4800
"YKR091W",8965,9345,9885,8875,9170,8425,10125,10815,10350,12100,10475,10150
"YKR092C",5470,6755,5160,5360,5470,5955,3705,4425,3455,4085,3550,2935
"YKR093W",5020,5240,4855,4220,4985,4430,12665,10255,14195,12205,12310,10860
"YKR094C",76180,91500,77860,91600,88310,91150,98905,95550,102350,111490,91030,100725
"YKR095W",6190,6220,5555,5405,5410,5150,4185,4730,4310,5160,3680,4025
"YKR095W-A",2310,2925,2540,2650,3265,2735,1495,1370,1510,1705,1090,1495
"YKR096W",10555,10300,9895,9530,9435,8315,6360,7005,6530,7275,6395,5455
"YKR097W",5490,5370,5090,4985,4945,4810,2265,2610,2395,3220,2540,2395
"YKR098C",13920,13755,12755,13350,13090,12350,8570,7135,8010,8790,7300,7670
"YKR099W",2660,2805,2340,2550,2630,2700,635,715,675,870,635,735
"YKR100C",10540,11740,10615,10495,11270,10470,7925,8400,8640,9505,7645,7490
"YKR101W",2365,2305,2110,2370,2670,2210,1515,1595,1595,1695,1265,1655
"YKR102W",1220,1195,1140,1205,960,1230,2095,1635,2060,2040,1575,1730
"YKR103W",660,815,880,740,825,775,915,900,1025,1040,900,755
"YKR104W",250,370,330,330,290,245,290,325,335,295,340,305
"YKR105C",1310,1355,1355,1190,1425,1235,880,825,975,1015,865,825
"YKR106W",3225,3285,3000,3080,3280,2710,1780,2055,2205,2050,2080,1630
"YEL077C",8280,8515,6915,7080,6855,6760,5920,5820,5520,6310,5225,4625
"YEL077W-A",5,30,30,35,25,5,0,45,35,35,-5,75
"YEL076C-A",95,185,170,155,145,140,160,140,150,185,145,95
"YEL076C",205,150,135,105,160,150,200,125,80,115,120,90
"YEL075W-A",125,150,140,160,120,155,120,75,90,105,160,130
"YEL075C",290,275,235,265,230,285,205,145,150,205,160,140
"YEL074W",140,265,190,160,130,220,175,240,205,185,115,130
"YEL073C",1070,1315,1275,1380,1575,1220,980,1090,1255,1235,995,1225
"YEL072W",1330,1490,1125,1600,1215,1325,875,985,885,1020,1030,1145
"YEL071W",54820,66400,57890,60185,61650,57275,18090,18450,17745,20650,18495,17185
"YEL070W",4710,4625,4015,4405,4755,3710,3390,3855,3315,4465,3890,3400
"YEL069C",1060,855,960,990,730,875,475,705,485,800,590,575
"YEL068C",2655,3350,2895,3455,3125,3080,2170,1795,2255,2545,2050,2285
"YEL067C",1650,2615,1825,2185,2250,1900,1015,980,980,1075,1065,995
"YEL066W",4625,5845,5080,5395,5405,5315,2485,2115,2355,2785,2305,2270
"YEL065W",3295,3635,3180,3030,2840,2895,6770,6255,6905,7915,7415,5945
"YEL064C",3950,4915,4270,4430,4525,4345,3370,3045,3285,3720,3295,2805
"YEL063C",25940,29685,23265,25310,27010,25005,21785,17350,21880,22905,20185,21560
"YEL062W",4625,4770,4220,4190,4085,3965,2950,2930,2915,3460,3300,2660
"YEL061C",2385,2590,2405,2535,2525,2310,1440,1310,1270,1935,1125,1190
"YEL060C",42115,42195,35990,39020,36910,33945,55955,52320,51670,54580,51260,46505
"YEL059C-A",1260,1135,1285,1340,1410,1360,980,1190,1215,1235,910,1110
"YEL059W",480,565,470,440,620,490,375,395,465,290,310,360
"YEL058W",40635,44970,38645,38995,39365,37120,27605,26415,26620,29800,27195,25030
"YEL057C",835,995,830,1095,1070,1020,805,885,1040,970,1055,810
"YEL056W",11900,12810,12775,13255,12625,11890,10250,9720,9675,11345,9280,8960
"YEL055C",5700,5895,5335,5850,5220,4935,5520,5020,5110,5575,4695,4395
"snR80",50,60,90,35,180,15,120,135,160,110,60,20
"YEL054C",17355,20155,18080,19640,18950,18780,26235,27125,24765,27295,23795,22875
"YEL053W-A",60,85,120,20,110,75,70,120,90,140,100,60
"YEL053C",7180,7975,7140,7670,6955,6880,5775,5350,5245,6430,5095,5375
"YEL052W",21460,23920,21435,22235,23300,21330,21860,20665,20935,25065,20590,20785
"YEL051W",23585,28365,25630,28225,27495,26845,24890,23015,24095,28075,21675,22985
"YEL050W-A",150,160,145,220,50,160,135,90,155,170,135,135
"YEL050C",7360,8670,7380,7930,8040,7540,6335,6290,7160,7475,6340,6500
"snR67",415,415,420,450,505,485,475,490,520,670,650,490
"snR53",75,75,20,-25,35,15,50,10,45,35,40,75
"tG(GCC)E",40,25,40,25,70,-40,25,50,30,40,55,80
"YEL049W",575,835,665,755,580,510,260,175,220,230,140,100
"YEL048C",700,940,695,765,645,995,580,695,590,750,770,765
"YEL047C",28090,30900,27720,29380,29060,28550,26315,26175,25915,28950,28045,26530
"YEL046C",41700,40595,39140,37245,37770,34285,28935,28245,25060,27945,26140,22145
"YEL045C",195,230,205,200,265,225,75,145,45,120,125,135
"YEL044W",13515,15720,13895,16025,15500,16055,5035,5430,5180,5460,4815,4580
"YEL043W",11130,10430,9560,10155,9465,10020,7180,6950,5890,7470,6450,5210
"YEL042W",22765,25155,21105,23315,22430,21770,22720,20755,19345,21420,21820,18895
"YEL041W",2585,2680,2560,3045,2630,2615,2585,2395,2570,2975,2110,2480
"YEL040W",17475,22130,17460,19545,19980,21040,32485,29940,34125,34715,29870,34390
"YEL039C",4670,5400,5065,5865,5565,5450,12585,13890,15135,17345,10415,13900
"YEL038W",15140,17345,15560,16510,17495,16820,12430,12310,13080,13635,13015,13315
"YEL037C",34070,37930,33875,33780,33985,32065,23600,23800,24255,27945,23575,24425
"YEL036C",21175,26070,20725,22190,23330,22100,13985,13510,14045,15275,11450,12345
"YEL035C",395,330,440,360,420,430,115,170,155,120,140,105
"YEL034C-A",70,75,110,95,85,80,70,30,80,70,55,60
"YEL034W",-5,20,30,35,15,-20,25,5,100,0,55,-25
"YEL033W",285,270,245,265,210,355,365,425,380,430,440,395
"tS(AGA)E",55,25,5,15,35,50,25,5,55,25,30,10
"YEL032W",9110,9555,7940,8210,7705,7905,5730,5275,5590,5495,5560,4750
"YEL032C-A",25,-5,20,30,35,15,30,25,5,100,0,55
"YEL031W",42935,47605,36785,39820,39520,38685,37860,35050,35635,38495,35525,30850
"YEL030C-A",90,80,50,40,65,95,75,65,40,115,40,80
"YEL030W",2765,2615,2380,2405,2465,2395,2005,1965,1970,2470,2140,1920
"YEL029C",2895,3465,3275,3460,3520,3190,2285,2670,2655,2635,2795,2415
"YEL028W",1085,1255,1000,1145,1080,930,870,860,1050,970,590,985
"tM(CAU)E",60,40,55,35,10,25,60,40,20,15,70,30
"YEL027W",115800,136510,111810,121945,125785,118425,139135,145440,146325,160030,148455,123345
"YEL026W",10775,13115,10940,13475,13045,14280,15565,14180,13855,13655,15415,14645
"YEL025C",10585,11345,10020,10420,10810,9925,9580,8555,10045,10360,9285,8130
"YEL024W",24015,27675,22975,25625,28280,27580,30910,29380,33575,37325,32095,35370
"YEL023C",2215,2590,1925,2185,1875,1700,1580,1685,1725,1830,1620,1600
"YEL022W",6515,6730,5860,6310,5735,5745,4570,4750,4635,5095,4410,3835
"YEL021W",-40,15,65,25,10,10,-15,35,15,35,-10,10
"YEL020C-B",-10,60,65,30,55,25,20,35,45,10,15,10
"YEL020W-A",620,520,605,585,540,700,475,600,485,635,300,400
"RPR1",465,325,470,295,565,390,740,810,865,890,670,745
"YEL020C",9535,8910,9135,9310,9140,8440,7120,6960,7310,8260,7105,6515
"YEL019C",950,1330,1105,1115,1170,855,560,645,555,715,570,500
"YEL018C-A",15,35,15,60,60,35,15,30,45,-5,40,5
"YEL018W",635,830,675,915,615,825,650,640,545,590,470,470
"YEL017C-A",32840,34705,31330,30985,34330,31395,36460,37825,35055,37105,42055,28875
"YEL017W",9130,10670,9260,10200,10610,9945,7850,7395,7240,7800,7745,7990
"YEL016C",4655,5320,4415,4655,5015,4930,4125,3670,4265,4895,3950,3960
"YEL015W",11625,12040,11605,12910,12945,11265,8840,9490,8815,10060,8575,8975
"YEL014C",405,445,450,445,525,450,350,400,355,410,590,420
"YEL013W",16295,17895,15320,16515,15510,14670,17565,16130,16840,18855,15330,15760
"tQ(UUG)E2",25,15,20,35,15,70,40,20,15,30,45,10
"YEL012W",7050,8520,7295,8190,8700,7950,6695,6855,7025,7700,5610,7535
"YEL011W",62165,56640,61440,56905,57240,49865,142305,145070,135625,158845,153050,115425
"tK(CUU)E1",55,35,5,-20,10,80,25,75,50,-5,50,35
"YEL010W",20,45,40,35,55,35,20,70,65,40,75,65
"YEL009C-A",65,85,55,80,100,60,85,45,45,45,35,45
"tR(UCU)E",35,10,-10,40,35,-40,50,40,10,80,60,20
"YEL009C",85370,95365,82955,88440,80900,85420,85710,80405,79615,89685,74050,75730
"YEL008W",495,525,460,405,620,650,140,205,220,130,185,120
"YEL008C-A",-10,15,30,-10,30,30,35,30,30,35,10,20
"YEL007W",10805,10440,10450,10365,10495,10095,14375,13555,12675,15125,13230,13105
"YEL006W",9280,10025,9705,10265,11000,9760,8705,8550,8785,10255,8385,8870
"YEL005C",4145,4115,3900,4410,4595,4305,3050,3170,3445,3955,3195,3105
"YEL004W",5385,5910,5150,5060,5705,5725,4115,4300,4225,5170,3960,3795
"YEL003W",1985,2550,2225,2680,2110,2940,2450,2850,2995,3290,2300,2840
"YEL002C",40080,45930,41140,44375,43440,42740,35070,33075,36130,38720,33050,34235
"YEL001C",33385,40230,34565,37655,39150,38910,30035,29530,30245,31870,28695,27690
"YER001W",2855,3395,3125,3000,2810,2730,8410,8300,8075,8125,7640,6340
"YER002W",3405,3870,3875,4025,3655,4070,3085,3290,3335,4050,2950,3460
"YER003C",32295,38045,31280,34805,33760,34090,31235,27740,29235,31275,28580,28630
"YER004W",39370,45355,37885,43080,42970,42080,23615,23850,24050,26100,25665,23450
"YER005W",8975,9540,8765,8655,9035,8260,8365,7770,7490,8400,8230,6515
"YER006W",9430,9925,9665,9435,9120,9170,8450,8320,6980,8210,7465,6845
"YER006C-A",40,25,35,35,50,45,60,-15,40,20,10,10
"YER007W",1745,1780,1535,1580,1620,1640,1110,1145,1080,1180,855,930
"YER007C-A",10165,11945,10220,12090,12170,12575,10080,11255,10820,12205,9080,10815
"snR14",355,305,205,245,260,210,175,130,225,180,100,205
"YER008C",10210,10600,9320,9580,9055,8000,7860,8615,8055,9030,7590,6445
"YER009W",44760,55535,45575,52900,52150,56675,58135,53665,57440,62475,56950,55570
"YER010C",11020,12770,11015,11770,12500,12770,7230,7700,7945,9190,7455,7770
"YER011W",1230,1455,1180,1130,1030,1060,4355,4205,4245,4595,4300,4720
"tE(UUC)E1",65,10,45,45,40,40,60,90,45,-5,55,20
"YER012W",29570,34295,30555,33180,35025,34730,25410,26615,25690,31325,23040,28015
"YER013W",3810,3270,3360,3295,2855,2820,1905,1900,1930,2275,1950,1990
"YER014W",6025,7180,6550,6615,7015,6180,3980,4290,4415,5350,4470,3845
"YER014C-A",0,60,10,40,25,35,-20,50,90,45,-15,40
"YER015W",6665,6475,6335,6815,6550,6045,8835,8465,8950,10140,8775,7990
"YER016W",5625,6280,5835,5840,5375,5385,4485,4700,5195,5165,4260,4770
"YER017C",15045,16035,13815,14720,15325,14160,13185,12440,13395,14920,13240,12085
"YER018C",3070,3105,2565,3265,2555,3180,2050,2410,2325,2360,1860,2160
"YER019W",14230,15615,12065,13760,13135,13110,10205,9680,9845,11160,10165,9410
"YER019C-A",18625,22105,21440,21835,22385,23455,17540,18390,19395,20850,17680,19035
"YER020W",18345,19025,18995,17715,18675,16310,17490,19675,17270,19120,16055,15080
"YER021W",39035,44075,39440,43220,42835,37990,34165,30655,32605,38025,30310,32640
"YER022W",4170,4740,4680,4760,4430,4090,2995,2925,3135,3410,2615,3005
"YER023W",24770,30065,25890,28340,30210,29170,21815,21635,22575,24020,22365,22780
"YER023C-A",45,60,40,10,45,100,5,25,25,30,-15,20
"YER024W",8975,9525,9030,8570,9375,8030,4920,5170,5255,5715,5370,4975
"YER025W",16240,17345,14010,15105,14535,14575,17845,14975,16395,17045,15380,13275
"tH(GUG)E1",35,35,40,30,25,80,55,5,90,10,30,60
"YER026C",43525,56125,43325,49820,51655,51500,34175,31220,39815,39190,33550,38575
"YER027C",13345,14090,12800,13560,13500,12550,11870,11930,12140,13530,11500,11900
"YER028C",5190,5470,5310,5200,5700,4785,1850,2785,2400,2760,2540,2275
"YER029C",2455,3010,2870,3130,3300,2995,1750,2145,2150,2380,1505,2260
"YER030W",6920,7385,7015,8225,7845,8160,4910,5530,5975,6465,4030,5790
"YER031C",15675,18860,16310,18530,18765,18100,17135,15725,16815,19085,16155,17780
"YER032W",4075,4445,3750,4035,4440,4585,2285,2400,2530,2360,1905,2305
"YER033C",6640,6310,6395,5780,6270,5765,5570,5200,5235,5615,5280,4055
"YER034W",2765,3720,2970,3405,3610,3475,1815,1935,1715,1865,1405,1850
"YER035W",5055,5895,5440,6055,6150,5565,6250,6895,6575,7275,6630,6695
"YER036C",20905,25230,21015,22435,21150,20205,27985,25895,27315,28545,25765,22995
"YER037W",1695,1805,1690,1755,1825,1765,5910,6810,5915,7255,5620,5440
"YER038C",2120,2380,2095,2265,2110,2365,1785,1845,1520,1675,1480,1590
"YER038W-A",55,75,-20,70,-10,80,40,30,35,45,75,40
"YER039C",1755,2045,1815,1610,1630,1775,1150,1160,1280,1415,1150,1175
"YER039C-A",1315,1450,1375,1460,1720,1170,990,920,925,1260,1320,950
"YER040W",4815,4830,4665,4845,4850,4470,2995,2635,2815,3090,2865,3055
"YER041W",5290,4900,4490,4755,4395,4700,3415,3540,3755,3970,3705,3230
"YER042W",10395,11610,10520,11625,11380,11125,5550,5400,6115,6570,4840,5950
"YER043C",82680,95815,73700,85605,83050,85170,86405,81885,77890,83405,75430,74180
"YER044C",8490,10495,8590,10385,10380,10685,16590,15510,18590,19370,15530,17435
"YER044C-A",655,590,700,875,685,755,445,385,480,465,420,430
"YER045C",6860,7825,7290,7575,7390,6870,4495,4640,4230,4770,3895,4570
"YER046W",1740,1740,1770,2245,2015,2035,1935,1775,1885,2125,1615,1710
"YER046W-A",0,40,40,35,5,10,-30,15,30,30,20,35
"YER047C",7520,6690,7585,7025,7055,6080,3630,3565,3195,3610,3240,3155
"YER048C",17655,19260,17410,18815,19025,18035,12885,13385,13835,15960,12040,13605
"tQ(UUG)E1",35,10,-5,0,30,40,45,45,30,70,55,0
"YER048W-A",8580,9245,9160,9630,9360,8825,7040,6975,7020,8530,6590,7665
"YER049W",7620,9055,7435,7770,7205,7315,5635,5040,5420,5755,4975,4770
"YER050C",5275,6330,5495,6135,6540,6395,5520,5155,5825,6700,4430,5840
"YER051W",3495,3765,3450,3565,3455,3390,2505,2500,2660,2905,2130,2575
"YER052C",19815,23105,17225,20540,19655,18780,25015,22265,22710,25845,22240,20820
"YER053C",8845,9585,9575,9445,8945,9225,48735,47485,49990,53450,49190,44435
"YER053C-A",120,75,100,90,195,120,1025,1625,965,1150,1410,800
"YER054C",3570,3110,3055,3365,3370,2925,8320,9110,9345,10655,7620,7635
"YER055C",28080,35520,27950,32880,31945,33040,38425,35350,38440,41750,35575,37535
"YER056C",25570,30010,25075,26630,26155,25170,29625,27435,29350,31495,30095,25510
"YER056C-A",48345,62950,52240,57855,61065,63400,60310,59205,54360,67385,53850,59720
"YER057C",25535,31675,27225,30190,30895,32780,24985,24845,25170,28855,26065,25675
"YER058W",1835,2410,2410,2550,2325,2535,1955,1935,2260,2175,1650,2085
"YER059W",8290,8445,8760,8400,8135,7675,6610,6645,6695,7900,5970,6430
"YER060W",6980,7980,7080,6935,7130,6535,6740,6880,6605,6840,6605,5010
"YER060W-A",2740,2760,2665,2525,2455,2335,2545,2650,2635,3325,2780,2340
"YER061C",7740,9305,7875,8745,8015,7825,4800,4705,4830,5725,4375,4610
"YER062C",16755,19925,17025,19150,18700,17870,21690,19970,21790,24150,17855,22595
"YER063W",19585,21750,21225,22205,21455,21645,13695,13755,14540,16070,12615,13630
"YER064C",17650,20070,15975,17820,19790,17345,8990,8060,9100,9830,8220,9745
"YER065C",10865,12055,10825,11245,11210,10190,8835,8695,9950,10095,8830,8005
"tS(UGA)E",70,85,135,125,85,180,90,140,145,100,130,120
"YER066W",2545,2385,2360,2725,2495,2235,3455,3550,3560,4095,3575,3155
"YER066C-A",4530,4575,4755,5015,5655,4735,1405,1590,1410,1765,1570,1795
"YER067W",30,-5,15,-35,10,30,-5,25,20,35,35,35
"YER067C-A",35,25,15,30,5,30,50,20,55,80,-10,40
"YER068W",9450,9690,9455,9590,10055,8850,5320,4745,5260,5230,4750,5285
"YER068C-A",115,50,110,90,70,150,60,30,55,15,45,80
"YER069W",12085,12525,10905,11805,11615,11305,5525,5255,5665,5775,5555,5145
"YER070W",3520,4450,3530,3780,3960,3665,2610,2135,2810,2950,2495,2655
"YER071C",2390,3120,2920,3315,3110,2865,2235,2520,2415,2875,2195,2680
"YER072W",29240,33340,30440,33030,33740,34530,59160,54965,51660,58625,56435,62075
"YER073W",32090,39580,31870,34995,34045,32335,34955,38735,33810,40200,36405,29170
"YER074W",84775,100195,87855,99390,99490,101535,113380,116150,118605,129075,106065,113155
"YER074W-A",6745,7845,7540,8155,8210,7885,5770,5655,6410,6940,5560,6065
"YER075C",2850,2645,2645,2465,2505,2305,1210,1235,1410,1325,1285,1030
"tA(UGC)E",25,65,20,35,-5,25,15,15,35,-5,45,20
"YER076C",3870,4510,3495,4305,3880,4195,3465,3570,3285,4095,3240,3405
"YER076W-A",810,640,730,795,765,610,540,670,635,695,685,705
"YER077C",3775,3790,3445,3935,3745,3520,2160,2585,2485,3040,2340,2240
"YER078C",6560,7480,7240,6480,7035,6085,6710,6050,6700,7445,6475,6040
"YER078W-A",250,175,265,125,225,205,50,135,80,115,125,120
"YER079W",8610,9150,9710,9450,10465,8765,7340,7480,7925,8810,6545,7305
"YER079C-A",5,40,65,15,55,25,10,40,0,15,60,10
"YER080W",17395,17985,15855,17030,15680,15300,12450,12570,11585,13195,11425,11595
"SRG1",3360,3385,3530,3315,3860,3520,6465,7200,7045,8545,6695,6270
"YER081W",122780,145630,115650,133630,124305,125755,11650,9440,12185,12825,9220,12900
"YER082C",3260,3935,3360,3245,3455,3410,1680,1745,2095,1990,1540,1725
"YER083C",21795,25900,21700,25005,24570,24400,16070,16690,17460,18225,17415,17095
"YER084W",500,710,465,610,540,625,255,310,120,245,280,165
"YER084W-A",25,60,25,25,-5,10,25,25,0,-30,35,5
"YER085C",10,25,-10,30,40,15,-15,10,0,40,-10,5
"YER086W",29465,34375,26695,29765,30555,29425,30680,27445,27150,28570,28610,24790
"YER087W",2685,2780,2760,2880,2855,2615,3025,2975,2665,3415,2595,2835
"YER087C-A",70,100,130,110,95,110,75,160,175,125,75,150
"YER087C-B",21375,25870,22230,24660,24260,25690,21490,21815,21820,23730,21875,21440
"YER088C",84975,77250,80780,75340,71820,68285,50405,55370,47345,52395,48735,44275
"YER088C-A",360,425,225,450,380,490,425,415,390,375,385,390
"YER088W-B",10,10,0,60,15,25,30,15,20,20,-5,-30
"YER089C",17265,18335,14740,17540,16135,15855,17865,16555,16890,18635,16430,16560
"YER090W",23045,25035,21175,23140,23730,22335,18135,15100,15070,18105,14515,15010
"YER090C-A",15,15,45,-30,50,10,60,25,55,60,25,-20
"YER091C",71290,72570,60580,64390,60225,56505,45790,37645,44595,47045,39410,45275
"YER091C-A",95,45,75,55,50,60,65,55,5,-10,20,10
"YER092W",4200,5465,4265,5470,5270,5590,2720,3015,3165,3505,3010,3495
"YER093C",5350,5530,5330,5235,5095,5085,3425,3335,3035,3835,2995,2695
"YER093C-A",2610,2845,2690,2840,3335,3365,1880,2425,2420,2630,2080,2435
"YER094C",28710,36705,31370,34085,33175,32590,28350,28725,30805,34035,28085,29845
"YER095W",25545,29110,24730,26810,28185,26550,18010,18175,19810,21965,19020,19160
"YER096W",1640,1690,1465,1580,1365,1215,925,1100,1095,1320,945,1030
"tE(UUC)E2",45,15,50,10,20,20,-10,40,-10,40,50,60
"YER097W",255,210,210,290,190,150,140,145,185,245,120,180
"YER098W",6190,5895,6140,5590,5255,4840,4625,5230,4510,5095,4705,3710
"YER099C",9170,9845,9375,10140,9675,9640,8815,8770,9430,10075,8810,9275
"YER100W",9420,10645,9475,10185,10180,10035,7760,8180,7680,9280,7030,7615
"YER101C",2810,3305,3525,3235,3535,2765,2720,3060,2465,3205,2490,2510
"YER102W",119095,141500,126485,134790,135795,136545,160515,153650,159990,178865,144640,152105
"YER103W",6450,6435,6205,5795,6465,5520,24900,24975,27765,40195,26465,26640
"YER104W",2070,2090,2080,2245,2260,1940,1520,1900,1520,1825,1585,1515
"YER105C",12700,13045,11830,12615,12005,10825,8830,8015,7850,9110,8485,7585
"YER106W",165,100,140,170,235,100,50,50,85,95,65,85
"YER107C",6150,7075,6765,7160,6270,6885,5210,4945,5185,5595,5250,5240
"YER107W-A",750,895,775,880,905,800,655,480,670,750,610,615
"YER109C",5940,6060,5475,5610,5260,5220,3730,3365,3615,3435,3445,3120
"YER110C",12095,11765,10150,11195,9525,10155,14200,12370,12050,12270,13645,9730
"YER111C",3860,4560,3770,4270,3770,3455,2435,2330,2745,2830,1830,2200
"YER112W",4005,4965,4355,5420,4830,4440,3995,4335,4050,5020,3380,4320
"YER113C",7655,8835,7285,8220,8360,7105,5795,6140,6070,5865,6065,5175
"YER114C",8655,8720,7805,7655,7750,7120,5595,5215,5995,6250,5745,4795
"YER115C",2095,2450,2655,2620,2405,2115,2160,2750,2485,2705,2410,1975
"YER116C",4475,4700,4535,4685,4655,4380,3160,3875,3155,3910,3210,3185
"YER117W",83860,108490,96040,104855,105175,107385,113080,121145,121340,136870,111125,119180
"YER118C",7295,9005,7000,7765,7620,7195,5890,5880,5555,6165,5780,5080
"YER119C",16510,19705,14765,17920,17260,17865,13165,11770,14350,14665,13455,14300
"YER119C-A",155,100,105,130,75,70,170,95,60,160,75,150
"YER120W",30140,34515,30625,33675,31780,31810,32820,32050,30890,32905,31040,30090
"YER121W",1255,1305,1325,1185,1325,1260,2505,2655,2865,3000,2075,2945
"YER122C",18205,19900,17860,19450,17645,17970,17035,15795,17210,18745,15595,17060
"YER123W",6780,6935,5705,6300,5850,5210,6195,5020,5300,5940,4625,5185
"YER124C",9610,9520,8880,9095,9245,7965,24920,24230,24335,29885,24950,23360
"YER125W",24180,23375,20895,20960,21255,18090,26325,22725,21725,23850,21890,19565
"YER126C",2035,2520,2320,2515,2285,2330,1975,2055,1830,2090,1740,1520
"YER127W",1200,1405,990,1245,1455,1240,765,720,860,760,480,670
"YER128W",1100,1150,1100,1045,1170,980,590,560,710,770,655,720
"YER129W",9970,10430,8905,9485,9455,8965,7320,7525,8225,9000,7310,7050
"YER130C",6915,7100,6455,6580,7340,6005,4785,4550,4625,5530,3975,4650
"YER131W",54645,63120,56420,60770,58650,61725,84475,88250,85460,94125,71875,79590
"snR4",1245,1510,1355,1450,2100,1570,1795,1840,2215,2270,1620,1615
"YER132C",2920,2680,2860,2760,2725,2490,1540,1700,1495,1870,1735,1815
"snR52",45,45,60,95,70,-10,70,70,75,85,35,60
"YER133W",27405,30285,29215,31205,30455,26305,26825,27450,27495,31085,24640,26980
"tH(GUG)E2",-5,80,0,35,20,65,75,130,125,120,20,80
"tK(CUU)E2",15,5,40,60,25,30,20,-35,10,30,55,30
"YER133W-A",390,530,515,620,545,490,510,500,455,570,465,485
"YER134C",3245,3050,3125,3865,3590,3340,3205,3280,3015,3800,3555,3470
"YER135C",335,290,420,390,315,360,340,320,425,480,270,300
"tV(AAC)E1",45,5,5,40,60,25,30,20,-40,10,30,50
"YER136W",40990,47935,40065,44205,44220,40070,36155,32315,34170,38900,31210,34485
"YER137C",85,105,80,120,280,165,30,60,65,135,125,100
"YER137W-A",10,25,-35,75,0,25,0,35,40,25,40,40
"SCR1",1750,3415,3025,2055,10550,2280,6865,2890,11965,7010,2655,6055
"tI(AAU)E1",15,20,15,5,30,80,5,50,-5,50,50,35
"YER138C",5950,5955,4975,5135,4715,4655,25860,26150,23575,28070,23745,21475
"YER137C-A",30,10,25,-35,60,-20,20,0,25,25,25,40
"YER138W-A",145,250,155,220,155,230,980,1225,1165,1355,1015,980
"YER139C",3120,3055,2585,3320,3465,2915,1900,2235,1920,2230,2065,2205
"YER140W",4420,5015,4375,4625,4685,4380,2340,2495,2875,3120,2420,2700
"YER141W",20715,22510,20600,21640,21630,20505,27035,26975,27455,29375,28780,26165
"YER142C",5120,5465,4555,5315,5650,5250,3435,3590,3810,4415,3050,3620
"YER143W",14545,14835,13865,14120,13640,13250,13130,12840,13570,15365,11990,13540
"YER144C",13445,12275,12945,12230,12885,11415,8955,10025,8610,10175,9930,7585
"YER145C",17535,21330,16680,18830,19085,20050,15355,16180,16500,17600,16840,15450
"YER145C-A",105,130,130,190,150,105,290,360,125,225,240,225
"YER146W",70,150,180,145,80,125,55,110,110,90,100,95
"YER147C",4500,5370,4770,5045,4325,4560,2515,3130,2930,3075,2620,2675
"YER147C-A",1760,2355,2055,1915,2305,2115,1845,1575,1770,2210,1670,1880
"YER148W",4910,6120,4995,5900,4930,5865,4905,4590,5170,5210,3870,4460
"YER148W-A",0,40,70,95,15,30,45,15,40,55,5,65
"YER149C",1080,1385,1040,1035,1260,1310,705,690,640,880,655,695
"YER150W",7660,8305,8495,8435,9230,9470,55035,57720,61920,66400,56930,54725
"tV(AAC)E2",95,35,20,45,70,70,35,-10,50,100,0,-5
"YER151C",7155,7000,6245,7010,7200,6120,4555,4815,4775,5045,4060,3875
"YER152C",6500,6900,6085,7215,6335,6395,4020,4625,4365,5190,4105,4525
"YER152W-A",15,-25,-10,40,25,30,10,35,25,15,-35,20
"YER153C",1010,1125,1060,1160,930,805,655,730,575,855,770,590
"YER154W",9710,10665,9675,11840,10795,11690,6945,6800,6470,7680,6345,6830
"YER155C",17935,17385,15610,15400,15385,14195,13840,13525,12480,13785,11820,10645
"YER156C",12150,14525,13115,13700,12945,13420,14240,14580,13635,14850,14225,12605
"YER157W",5710,6110,5865,5830,5200,5515,3590,3320,3300,3880,3100,3005
"tE(UUC)E3",20,20,55,-15,30,55,35,30,-5,10,10,25
"YER158C",7360,7510,7665,6760,7395,6720,5935,5795,5740,6675,5555,4915
"YER158W-A",50,105,105,55,55,115,85,90,115,140,105,125
"YER159C",2405,2755,2480,3175,2640,2790,2415,2340,2760,3015,2110,2835
"tR(ACG)E",35,20,20,50,-20,20,85,15,20,0,15,5
"YER160C",5850,6040,5590,5145,5160,4865,18175,19965,16645,19880,17340,15070
"YER159C-A",20,-10,0,15,-25,-10,40,15,5,10,35,25
"YER161C",6720,8090,6920,7595,7400,7145,4270,4360,4650,4960,3665,4390
"YER162C",7480,7570,7620,7180,7015,6490,5205,5215,5275,5985,4980,5190
"YER163C",10785,12445,11300,11800,12255,12665,9355,9410,9440,9840,8130,9170
"YER164W",7955,7875,7365,7090,7475,6805,5745,5835,5140,5665,5620,4900
"YER165W",70965,70060,62755,65160,60440,58680,72705,64245,58300,64885,60300,58600
"YER165C-A",225,180,190,175,190,260,215,165,180,135,155,120
"YER166W",12385,13095,11355,11670,11625,11050,10970,10750,10230,12290,10190,8940
"YER167W",10135,10050,8975,9230,9100,7970,6065,6005,5050,6685,5360,5300
"YER168C",6760,8095,7435,7520,7285,6655,5075,4840,5045,5475,4535,4665
"YER169W",7010,7185,6430,6410,6565,5770,6475,5425,6200,6850,5455,5510
"YER170W",3565,3885,3815,4260,3845,3845,3205,3275,3135,4270,3120,3385
