"","A.t1_rep3","A.t2_rep3","A.t3_rep3","A.t4_rep3","A.t5_rep3","A.t6_rep3","B.t1_rep3","B.t2_rep3","B.t3_rep3","B.t4_rep3","B.t5_rep3","B.t6_rep3"
"tW(CCA)G2",70,80,90,70,80,70,2,70,60,100,80,70
"YGR190C",3540,3930,3350,3710,4410,3510,3,2620,2670,3100,3160,2610
"YGR191W",46680,50020,43900,43870,43420,41800,2,37230,36380,38400,39310,30300
"YGR192C",4922980,5305890,4702560,4922750,4823590,4723920,2,7348880,7134850,8058760,7651780,6768230
"YGR193C",24500,29100,26440,27160,28840,25830,2,20000,21470,23500,19140,19720
"YGR194C",37860,37030,36460,33750,35650,32950,3,36660,40150,45010,37480,38480
"YGR195W",9260,10580,10740,9970,9740,9460,2,8520,8180,9170,7830,8400
"YGR196C",9870,9440,8070,8510,8310,8020,2,6150,5740,6630,4910,6200
"YGR197C",13090,14960,12180,12090,13570,12840,2,7760,7900,8630,8050,6220
"YGR198W",22990,24530,22590,23460,22490,21990,2,15180,14690,18520,15160,16250
"YGR199W",22300,26590,23460,25420,25310,23260,2,18780,22060,22030,19390,19300
"YGR200C",11740,13460,12610,10710,11450,11940,2,10520,9850,11800,10440,9330
"YGR201C",10150,11840,10730,10790,11690,11780,2,13700,13460,16960,13770,13380
"YGR202C",18690,18490,16500,17450,16690,17130,2,15100,15320,17850,13440,15280
"YGR203W",13220,14690,12850,14280,14800,14170,2,6490,6050,6790,6830,6910
"YGR204W",133940,144130,114510,121210,118620,118000,2,86250,96910,101400,91770,89600
"YGR204C-A",700,690,850,750,730,850,2,1160,1090,1490,1050,1120
"YGR205W",12350,12230,12280,12900,10940,10750,2,19230,19460,20280,17730,18760
"YGR206W",4740,5460,5180,5080,5300,5970,2,5000,5190,5110,4770,5090
"YGR207C",19850,23610,20940,23310,22460,22670,3,12840,13890,15480,10320,13440
"YGR208W",10280,13270,9280,11510,12430,12590,3,5060,7180,7550,6050,6930
"YGR209C",89270,109830,89980,108460,100330,117870,2,107620,118700,127590,104120,112770
"YGR210C",24300,26230,23950,24750,24140,23880,1,25860,24770,28660,26180,22220
"YGR211W",10720,11010,11130,10230,10600,9160,2,18530,15890,23200,18400,14930
"YGR212W",6020,5950,5400,5720,6040,5870,2,4090,4190,5070,3840,4140
"YGR213C",5340,5590,4840,5740,5480,4700,2,3010,2570,3150,3160,2700
"YGR214W",222550,270210,223410,246640,241190,253920,3,289990,285680,312560,273250,254900
"YGR215W",5800,7630,6230,6780,6980,6770,2,5300,6180,6430,3980,7000
"YGR216C",16660,18670,15090,16350,16910,16180,2,11830,11500,12880,10800,11390
"YGR217W",8080,8800,8390,7600,8220,7460,3,4630,4510,3900,3900,3600
"tG(GCC)G2",70,90,70,70,90,70,3,110,110,110,90,120
"YGR218W",39490,40180,35540,37760,35930,33210,2,35250,34500,39430,32740,33200
"YGR219W",70,90,80,110,80,70,2,80,70,70,80,70
"YGR220C",9250,10680,9320,10480,12200,10070,1,9120,8930,10390,8490,8770
"YGR221C",11150,12230,10170,10750,12680,12180,2,9410,9210,10760,9360,8870
"snR7-L",90,70,90,80,110,60,2,70,70,70,100,70
"snR7-S",80,70,70,70,70,70,2,70,70,70,70,70
"YGR222W",6630,7900,6550,7050,7450,8140,3,5810,6960,7660,5220,6560
"YGR223C",24030,24670,22300,23480,24530,23040,3,16480,17540,18630,15920,16640
"YGR224W",9390,10370,9250,10560,9060,8800,2,8470,8020,9010,7850,7970
"YGR225W",1990,2380,1810,2560,2080,1570,2,1330,1480,1650,1030,1250
"YGR226C",70,80,70,70,80,70,2,70,70,70,70,70
"YGR227W",18360,20480,16340,17850,18930,17320,1,13530,13680,14930,14100,12930
"YGR228W",110,120,90,90,90,90,3,80,90,80,90,80
"YGR229C",22010,25810,20890,23330,21580,22020,2,16750,18080,19250,15020,16190
"YGR230W",3950,4580,3970,4100,4200,4290,2,3090,2980,3040,2800,3010
"YGR231C",46720,54170,45210,50190,52950,50300,2,39280,40830,46850,38970,41650
"YGR232W",29140,35910,31570,35430,37380,33580,1,22300,22820,24180,21270,23570
"YGR233C",9720,9840,9440,9410,9680,8320,2,15870,14940,17660,16220,12130
"YGR234W",8180,9190,8390,8050,8920,8180,2,80960,79830,91130,79220,78010
"YGR235C",22810,25890,23940,27570,27010,25730,2,16390,18570,20450,15750,17810
"YGR236C",1290,1300,1590,1400,1340,1050,3,2490,1930,2680,2010,1770
"YGR237C",25520,25460,24190,24130,24880,22360,2,21530,20990,23970,20910,20320
"YGR238C",6020,6190,5290,6000,5680,5380,2,5200,5370,6490,4960,4760
"YGR239C",7390,8830,7660,8450,9710,9270,1,5130,5240,5210,4750,5260
"YGR240C",282040,283240,244280,245750,234480,218550,3,253140,233180,255410,233740,198450
"YGR240C-A",850,640,820,800,750,890,2,850,750,660,570,540
"YGR241C",28090,27250,27270,27070,26580,24240,2,20550,20880,24020,19310,20920
"YGR242W",710,720,1000,820,980,790,2,620,640,860,820,770
"YGR243W",26840,28300,28360,28800,30810,26680,2,28660,25890,27690,22530,20710
"YGR244C",92830,101550,87930,90820,96200,91700,1,68380,81450,90210,67870,81090
"YGR245C",6250,6310,6000,6010,5400,5470,3,6950,5350,6530,4620,4880
"YGR246C",15810,15290,14550,15390,14040,13570,1,8830,8010,10060,7420,7670
"YGR247W",9540,10770,10320,10580,10580,10020,2,11500,11070,12540,10060,10520
"YGR248W",16910,18080,19490,18030,18170,17660,2,34700,36690,41210,32750,34280
"YGR249W",10040,9490,9910,8200,9000,8130,2,11680,10040,10820,11220,9050
"YGR250C",33400,30080,32200,29690,27330,25680,2,29440,25840,29830,25730,24190
"YGR251W",2340,2600,2090,2290,2550,2580,2,1900,1300,1710,1620,1570
"YGR252W",16730,17830,15930,17670,16390,15280,2,12010,11530,12210,11790,12300
"YGR253C",56650,62370,56210,61550,62790,60000,2,43870,45140,49520,38200,42950
"YGR254W",1922940,2074980,1769880,1857360,1915050,1852620,3,2446240,2357940,2773960,2548920,2268880
"YGR255C",33370,38260,32280,35350,36860,32800,2,30190,32770,34730,30700,30470
"tT(UGU)G2",70,70,70,70,60,70,2,70,80,90,70,70
"YGR256W",7360,6990,7080,7550,7800,7910,2,6340,6090,7710,6220,6090
"YGR257C",17140,20340,17660,18050,18300,18020,2,17360,17460,20200,16540,16250
"YGR258C",14240,14100,12920,12850,12750,12490,2,10650,9970,11160,9500,8070
"YGR259C",90,70,80,80,80,70,2,90,90,130,140,110
"YGR260W",83130,91570,79060,82060,82760,81620,1,100020,99330,103430,97220,85390
"YGR261C",20810,23320,20730,21720,20350,19200,3,15930,15960,18720,15090,15410
"YGR262C",13910,15630,16090,15020,15930,15320,2,14390,14670,16020,13560,13390
"YGR263C",9730,10680,10110,11170,9750,9510,3,7300,7570,7660,6990,6700
"YGR264C",41340,44630,37410,41220,38880,37590,3,44360,43300,48130,39080,39140
"YGR265W",210,490,440,370,270,340,2,300,230,260,310,210
"YGR266W",28770,32640,26010,29580,28840,28280,2,15920,17460,19290,15570,17900
"YGR267C",42120,47780,45040,48420,45640,45740,1,40060,40240,45240,36460,38840
"YGR268C",26660,26980,27510,28400,29460,26030,2,21040,19190,23300,23040,19570
"YGR269W",850,550,910,860,690,940,3,620,480,630,660,590
"YGR270W",26060,25530,23450,24230,22820,21490,2,21010,19890,22250,18220,15770
"YGR270C-A",70,70,60,70,70,70,2,70,70,80,70,70
"YGR271W",12790,13690,11540,12060,11190,11550,2,8980,8460,9680,8470,7380
"YGR271C-A",990,1260,1300,1220,1110,1090,3,1210,950,1000,780,860
"YGR273C",190,180,290,210,330,170,2,120,120,240,90,180
"YGR274C",14560,14680,13220,13670,14830,12990,1,8190,8160,9680,7810,8150
"YGR275W",6700,8430,6540,8000,8680,8020,2,6850,6690,7210,5050,6170
"YGR276C",12730,14620,13880,13480,15140,13720,2,9840,10650,11200,9230,9900
"YGR277C",9550,12120,10110,12260,11270,11370,2,9610,9650,10070,7740,9740
"YGR278W",5320,6060,5980,6350,5690,5220,2,4200,3970,4190,3060,4230
"YGR279C",80410,79920,68190,71620,69720,64490,2,106110,104310,108830,101350,89020
"YGR280C",3450,4280,3800,4010,3470,3520,2,4950,4160,4450,2790,4300
"YGR281W",17240,17290,15310,16210,15670,15480,3,24300,25330,28240,24990,22420
"YGR282C",599860,709300,587950,631800,675460,649630,2,562400,584210,644970,574740,533000
"YGR283C",10630,13550,11130,13370,13360,11730,2,12410,10310,13440,11240,10750
"YGR284C",78690,94110,79150,89490,88790,89480,2,63740,69600,73750,69980,63970
"YGR285C",146310,160370,144730,145780,146960,143720,2,125010,122960,130640,126520,115370
"YGR286C",16790,18860,16150,17330,17450,18150,2,14850,16360,17270,14580,15140
"YGR287C",10870,10050,9950,10890,10560,9160,2,7430,6570,8240,7100,6670
"YGR288W",13000,12430,11920,11890,12240,11040,2,10140,9090,10540,9750,8550
"YGR289C",19810,20230,19300,19560,19570,17250,3,22380,19160,24730,20820,17570
"YGR290W",880,1040,750,900,980,690,2,730,600,980,890,800
"YGR291C",220,400,220,260,430,160,2,150,140,170,110,240
"YGR292W",8630,8610,7870,8490,7900,7390,2,8970,9690,11560,8850,9200
"YGR293C",290,250,160,230,230,240,2,130,160,120,130,230
"YGR294W",350,230,220,310,280,180,2,160,190,140,220,90
"YGR295C",53620,60950,54180,57620,54720,55840,2,59790,59020,66440,60060,56910
"YGR296W",14020,15000,12220,12090,11930,11650,2,10960,9790,11550,10240,9220
"YGR296C-A",70,70,70,70,80,70,2,70,70,70,70,60
"YGR296C-B",70,70,70,70,70,70,2,70,70,70,70,80
"YLL067C",16600,17120,13890,15020,13970,14200,2,12650,11960,13770,11930,10880
"YLL067W-A",80,70,70,70,70,70,2,60,60,70,70,70
"YLL066W-B",90,90,110,70,90,100,3,80,70,70,70,70
"YLL066C",18100,18670,14630,16340,15850,14430,2,13020,12760,13560,12110,11390
"YLL066W-A",70,70,70,70,70,70,2,70,70,70,60,70
"YLL065W",70,80,70,70,70,70,3,70,60,60,70,70
"YLL064C",770,800,810,900,750,750,2,860,680,880,660,660
"YLL063C",5150,5820,5680,5230,5200,4980,2,3530,3770,4370,3400,3990
"YLL062C",5670,6460,5360,6440,6730,6380,2,6120,6190,7030,5630,7680
"YLL061W",31830,35340,27710,31610,33130,32920,2,19010,22420,25050,21440,22370
"YLL060C",14470,14890,14450,14360,15720,15610,1,4810,4540,5230,3630,4560
"YLL059C",2340,1900,2100,2310,2230,2030,2,1150,940,1360,1090,1120
"YLL058W",22650,23500,22350,22430,22480,20500,2,18360,17320,19460,19270,16400
"YLL057C",8340,8340,8000,8630,9420,8480,2,5950,5460,6690,6040,5320
"YLL056C",4050,4120,3670,3200,3470,3720,2,2970,2100,2930,2320,2300
"YLL055W",9080,11610,9470,10210,10340,9770,1,11090,11560,13620,11620,10260
"YLL054C",6370,6510,6660,6000,5970,5800,2,4790,5090,5890,4990,4850
"YLL053C",530,490,490,500,450,520,2,2260,1620,2450,1960,1860
"YLL052C",370,380,400,460,410,390,1,2130,1780,2530,2190,2000
"YLL051C",30910,30330,28610,28780,31680,28580,2,17240,17170,19710,18430,16860
"YLL050C",150600,187520,163140,175580,181440,187060,2,142640,151370,167920,130350,152070
"YLL049W",6700,7540,6550,6760,6800,7020,2,7060,7330,9570,7090,7730
"YLL048C",26380,26250,22910,24500,23790,22630,2,28660,29750,30450,29440,23550
"YLL047W",90,110,100,110,70,90,3,70,70,90,130,80
"YLL046C",140,80,130,90,120,100,3,90,130,220,170,90
"YLL045C",132070,148420,132970,143960,133180,140080,2,155930,154280,167320,131160,133360
"YLL044W",70,80,60,90,80,60,2,70,70,70,90,80
"YLL043W",52590,58610,49680,53730,54470,50080,2,31060,32010,34640,29690,29370
"YLL042C",710,750,850,840,960,960,2,820,1230,1170,880,790
"YLL041C",56840,64800,55810,63090,63720,64020,2,71840,82120,92260,70870,83630
"YLL040C",25380,24780,24180,22170,24340,21480,2,22360,20150,23930,20920,18780
"YLL039C",127740,131160,122860,127120,124980,119020,2,158890,182020,203180,154380,176220
"YLL038C",8690,8250,8720,8070,8340,6840,2,5350,6070,6410,6350,5300
"YLL037W",90,90,80,110,100,130,1,90,80,110,110,110
"YLL036C",9600,10780,10090,9890,11310,9900,2,8510,8310,9670,7990,8310
"YLL035W",5010,5110,4200,5200,4880,4480,2,2730,2390,2760,2740,2670
"YLL034C",3140,3200,2910,3130,2980,3300,2,1610,1530,1580,1580,1480
"YLL033W",2050,2560,1680,2120,1610,2100,1,1710,1320,1780,1720,1540
"YLL032C",6140,6390,5570,6280,5540,5620,2,4880,4210,5660,4610,4960
"YLL031C",25340,28960,25230,26570,26080,24250,2,20130,22660,22510,21360,17500
"YLL030C",120,70,70,90,100,90,2,70,120,70,60,90
"YLL029W",47880,47380,43950,43430,45830,40090,2,36960,36880,42500,35980,33480
"YLL028W",9490,10640,9020,9680,10310,8570,2,4730,5410,6260,5550,5780
"YLL027W",24010,26610,23260,26820,26810,25540,2,11510,13550,14820,11400,13750
"YLL026W",106810,101400,106810,93150,92870,84410,3,267010,246030,323710,238620,223920
"tP(UGG)L",120,70,70,70,90,70,2,70,70,90,70,60
"YLL025W",1930,1620,1750,1960,1710,1940,2,1030,1110,1210,1130,1170
"YLL024C",268340,283780,255700,256240,253780,239270,3,446680,433480,540340,424800,416340
"YLL023C",67690,76590,68570,72370,73960,69780,2,56500,54600,64280,63100,59110
"YLL022C",17180,16840,16240,16440,17250,16070,2,10040,9310,10590,9240,8550
"YLL021W",13350,14050,10620,12560,12400,10660,3,7520,6210,7320,5060,6240
"YLL020C",120,100,70,100,110,90,2,100,120,110,80,100
"YLL019C",9340,8620,8180,8150,7210,6090,2,11100,10030,11040,10250,7500
"YLL019W-A",70,70,70,70,70,70,1,70,60,70,70,70
"YLL018C-A",9510,10020,10390,9560,10200,9660,3,8600,8070,8480,8980,7730
"YLL018C",164140,166670,155770,158890,160080,145070,2,135550,129930,147370,136460,124890
"YLL017W",1770,1770,1540,1590,1430,1380,3,1380,1480,1350,930,1130
"YLL016W",17630,19060,17280,17020,19140,16300,2,12940,13000,15370,13210,12650
"YLL015W",34170,34820,30880,30400,31240,28590,2,30350,28380,33740,29340,24440
"YLL014W",14460,17030,14910,17840,17900,18330,1,16180,16790,17820,14550,15310
"YLL013C",5610,4840,4870,4570,4130,3940,2,3780,3430,4340,3490,2710
"YLL012W",5510,6720,5270,5420,6120,6540,2,2920,3100,3770,3270,3610
"YLL011W",2760,3140,2810,2820,3060,3700,2,1740,2060,2210,1350,1980
"YLL010C",18020,18940,18060,18480,17440,15920,2,11960,11860,13970,13050,12040
"YLL009C",5640,6340,6610,7270,7680,7060,2,7250,7200,8850,6030,8880
"YLL008W",5420,5140,5470,4920,4410,4970,3,4620,3870,4030,3170,3340
"YLL007C",5210,5520,4890,5650,5490,4420,2,4450,4400,5400,3950,4020
"YLL006W-A",110,90,110,130,130,130,2,100,80,70,120,130
"YLL006W",16380,18750,15550,16130,17200,15570,2,13410,12580,16830,12930,12700
"YLL005C",6210,6880,5490,5950,6030,6470,2,6730,6350,7440,7350,5630
"YLL004W",3470,4230,3330,3310,4070,3650,2,2140,2620,2610,1910,2770
"YLL003W",9170,8850,8740,9540,8390,8450,2,5190,4510,5490,4760,4280
"YLL002W",6570,6760,5990,6990,6490,5950,2,4590,4140,4900,3760,4020
"YLL001W",26580,28850,26030,26670,27100,27320,2,20680,22880,26670,21150,24040
"YLR001C",21840,22590,19450,21680,20730,19620,2,15370,16300,18540,15130,13780
"YLR002C",5100,5620,5000,4860,5270,4870,2,3790,3440,4100,3640,3410
"YLR003C",2740,3520,3370,2820,2810,3140,2,3320,2990,3760,2430,2670
"YLR004C",5440,5610,4990,5090,5050,5440,3,3540,3080,3730,2950,2550
"YLR005W",19100,22300,19820,20980,20950,20660,2,12570,13770,14820,12530,13200
"YLR006C",23320,24450,23630,23080,23340,20670,2,17720,18180,19170,16810,17570
"YLR007W",9560,11350,10470,11420,11420,11310,2,7140,7300,8180,6730,6260
"YLR008C",8880,10930,9240,9680,11200,10590,1,10170,10420,11860,9520,9560
"YLR009W",6860,7130,7120,7020,7190,7690,2,7520,7190,7600,6420,6340
"YLR010C",2300,2140,1700,2450,2370,2180,2,1350,1740,1690,1650,1490
"tS(AGA)L",70,70,70,70,70,70,2,70,70,70,80,70
"YLR011W",6360,7190,6530,7240,7380,6800,1,3790,3500,5080,3520,4130
"YLR012C",700,390,420,400,390,450,2,170,220,150,180,140
"YLR013W",190,130,170,120,90,110,2,100,100,140,140,70
"YLR014C",2010,2470,2130,2210,1990,1650,2,1210,1300,1700,1280,1320
"YLR015W",5030,5950,5260,5400,5120,4340,3,3410,3620,4250,2770,3350
"YLR016C",7600,8550,7890,7630,8180,7520,3,6790,5830,7100,6400,6270
"YLR017W",16570,18020,17080,17500,16110,16010,2,16610,14900,17010,16880,14130
"YLR018C",12200,15970,13020,14900,13680,13780,1,8460,8820,9780,7660,9300
"YLR019W",32550,35420,29410,32010,31340,31710,2,24020,24620,26620,22920,23110
"YLR020C",15440,18470,14840,16950,16570,16180,2,10390,10710,12190,10600,9410
"YLR021W",6500,6820,6760,7140,6920,6290,2,5200,5400,6720,4320,4940
"YLR022C",5500,6980,6370,6650,6410,6420,1,4600,4820,5490,4200,4750
"YLR023C",31890,35000,27720,31110,30890,30340,2,25560,27620,28870,26630,24270
"YLR024C",11250,10740,9880,10580,9570,9010,3,8160,7440,8580,7400,6040
"YLR025W",21630,23590,21850,24110,23630,22780,1,15080,15790,20480,12810,16690
"YLR026C",11580,13280,11320,12420,12260,12510,2,8470,9200,9930,7070,9110
"YLR027C",181390,206860,167600,188410,187930,180490,1,119040,121890,131470,124590,112040
"snR30",10470,12810,11820,12680,14940,12110,1,6110,8920,8180,6000,7070
"YLR028C",106420,114550,100900,99010,103150,98290,3,105670,112940,122750,111310,103940
"YLR029C",314360,336720,320620,329360,306280,311070,2,370990,356880,404680,326670,333840
"YLR030W",4440,4440,4500,4230,4150,3690,2,3490,3150,3610,3000,2490
"YLR031W",2910,3300,2550,3330,3020,2460,1,2240,2190,2350,2320,1850
"YLR032W",6800,6980,5670,6590,5520,5840,3,3460,4060,4580,3720,3690
"YLR033W",12750,13950,13100,13540,12880,11840,2,8520,9300,11420,7640,8750
"YLR034C",32440,38230,30420,32210,33780,33030,2,33730,36380,39910,33120,33690
"YLR035C",9460,10340,9860,9760,9940,9330,3,6780,6470,7300,6350,6990
"tA(UGC)L",70,70,70,60,60,70,1,70,80,90,70,60
"YLR035C-A",6410,7010,5590,5380,5570,5530,2,21030,19530,22480,19820,18090
"YLR036C",8570,10330,8590,9090,9690,10320,3,6550,7550,8200,6570,7450
"YLR037C",2270,2560,1950,2400,2350,2370,2,1810,1750,1960,2080,2010
"YLR038C",16140,19140,17550,18390,19620,18280,2,16010,18630,19240,13320,17050
"YLR039C",13420,12760,12470,13320,12030,11730,3,8560,8110,9360,7930,8000
"YLR040C",3770,4380,4300,4040,3960,3630,4,7600,6710,7280,6530,6370
"YLR041W",510,460,410,640,580,490,2,530,590,610,590,460
"YLR042C",2820,3110,2790,3220,2490,2560,1,3180,3470,3100,2790,3400
"YLR043C",73990,89130,75710,91090,86560,94200,2,73700,79330,87090,72610,79390
"YLR044C",2210690,2312490,2003250,2164480,2030630,1994120,2,2335230,2218060,2467460,2341520,2114510
"YLR045C",12570,13250,11370,12000,11630,11160,2,9110,8280,10130,8050,8440
"YLR046C",5390,5840,4900,4640,4870,4420,2,4910,4850,4760,4800,3900
"YLR047C",11220,11110,10160,9670,9460,8530,2,8970,8920,9200,8640,8070
"YLR048W",312650,361380,307100,347590,332580,339140,2,387780,382210,421330,403260,370730
"YLR049C",12670,12440,13040,12590,13250,11130,2,5950,6530,7820,5600,6370
"YLR050C",21730,26700,23640,25040,25360,26090,0,12740,15230,15140,14670,14350
"YLR051C",4420,4660,4870,4370,4380,4660,2,2540,3000,3110,2340,2710
"YLR052W",9150,9790,9230,10240,9830,10220,3,8130,7670,9340,7090,8040
"YLR053C",690,680,670,700,600,540,2,610,680,830,510,660
"YLR054C",5650,5670,6170,5180,6150,5450,3,3770,2990,3740,2380,3260
"YLR055C",17700,19180,17220,17040,18290,16500,2,10630,9890,10400,9740,9360
"YLR056W",68780,75790,70020,69250,69850,64720,2,81590,78350,85230,83540,67030
"YLR057W",9220,11350,8200,9380,9120,8960,2,5310,4930,5920,4140,4790
"YLR058C",65060,83790,59390,72490,69790,78940,2,64420,108060,96040,74640,117990
"YLR059C",21590,24900,22810,23840,21880,22510,1,16410,16600,18500,16960,15780
"YLR060W",76470,77560,69230,69610,68900,65630,1,68010,66640,74850,64010,63750
"YLR061W",240,400,440,310,350,260,1,140,150,220,230,210
"YLR062C",140,150,150,130,210,210,2,130,180,140,140,120
"YLR063W",1110,1480,1000,1560,1420,1200,1,750,460,640,650,440
"YLR064W",27300,30660,27210,28180,30540,28610,2,25230,26960,28070,26540,24880
"YLR065C",20110,23230,20110,23540,21920,23770,2,18920,18030,21650,18080,18490
"YLR066W",24710,28650,23910,26070,27480,27050,2,20820,22200,25220,18720,21090
"YLR067C",4130,4820,4260,4790,4530,4750,2,3460,3490,3900,2870,3260
"YLR068W",750,870,940,850,960,920,3,960,670,700,500,740
"YLR069C",22160,25280,20840,23650,23270,22840,2,21370,24190,25620,22130,21330
"YLR070C",8230,9140,8760,8650,9360,8330,1,6790,6700,6990,6430,6240
"YLR071C",17780,18220,16680,16740,16840,15640,3,10850,9990,11590,10460,9160
"YLR072W",20570,21250,20810,19000,21100,18170,2,14010,13540,15130,13820,12590
"YLR073C",640,1070,710,1030,630,780,3,1040,790,920,1110,640
"YLR074C",11390,12900,14550,13540,12370,12230,2,13270,10200,11590,9500,10090
"YLR075W",211850,239000,222660,234740,234850,230220,2,231500,222560,264650,241110,233560
"YLR076C",150,170,130,100,120,120,2,180,140,160,170,130
"YLR077W",15760,16480,15670,15460,15070,14570,3,10590,11200,13130,11750,10140
"YLR078C",14410,14840,15920,15690,15660,16630,2,11320,10550,11970,9530,11560
"YLR079W",28550,27020,27940,27730,27870,24640,2,17400,16030,19430,16070,14960
"YLR080W",11780,12710,12300,11840,13000,11360,2,8750,8800,9570,7170,8420
"YLR081W",3990,5230,3780,4350,4610,4390,3,5170,4750,5750,5140,4520
"YLR082C",5380,5690,5070,6000,5430,4530,3,4110,4900,4690,3950,4030
"YLR083C",35980,42560,33920,36010,34950,34290,1,38970,39690,42220,39990,31500
"YLR084C",12970,15270,11690,12330,12800,11720,2,7840,9390,10500,8010,8700
"YLR085C",15950,17840,15770,15160,17020,16490,2,10960,11940,13360,11530,12270
"YLR086W",9450,9110,7550,8130,8020,6960,1,5410,5000,5910,4870,5450
"YLR087C",8100,7600,7730,6270,6920,6650,2,7610,6830,7370,6940,6110
"YLR088W",19210,21940,19130,20130,19600,19730,2,16800,16310,19540,16370,16630
"YLR089C",48920,52190,44050,47880,45560,46650,2,95390,106610,112610,99750,105230
"YLR090W",12240,13920,12820,12680,12620,11390,2,14760,15860,17580,16000,14660
"YLR091W",10460,10940,10760,10890,11970,11240,3,7670,7350,7290,7340,6450
"YLR092W",16250,18090,15010,16770,15980,16430,2,12150,11240,12950,11920,10320
"YLR093C",31410,37070,34970,36900,38390,37660,3,28470,31060,34440,24500,30610
"YLR094C",12440,12670,13310,12430,12370,12430,2,7390,7460,8620,6770,7300
"YLR095C",19250,21100,17520,19240,18950,19150,2,11020,12160,13420,9770,10970
"YLR096W",14260,13560,12360,13150,12620,11510,2,8230,9380,10710,8480,8040
"YLR097C",9240,10140,9220,9310,10020,9700,3,7220,8330,9800,6540,7540
"YLR098C",9990,11630,11260,10970,10950,10390,1,6760,5880,7310,6320,6540
"YLR099C",12740,13720,13060,12760,12690,10600,2,10590,9030,9670,8860,8890
"YLR099W-A",9310,12280,10710,10970,10230,11280,1,5770,5590,6540,5040,5510
"YLR100W",35390,41080,36620,37790,41880,36500,2,27340,30240,32550,30530,28320
"YLR101C",130,90,130,130,90,60,2,110,110,100,100,100
"YLR102C",6430,6370,6660,5940,6440,5840,3,4910,4690,5560,4410,5110
"YLR103C",3740,4220,3490,3950,4430,3650,2,1630,1690,1870,1710,1980
"YLR104W",9930,11370,10080,10630,11070,11440,2,8560,8590,9090,7760,8210
"YLR105C",9260,10630,9180,8580,10850,10270,2,7180,6480,7320,5410,5960
"snR79",500,670,680,620,640,780,2,660,480,640,600,610
"YLR106C",18670,15960,15110,13570,14670,13630,2,14280,13050,14090,11700,10730
"YLR107W",7840,8090,8090,8270,8300,8150,2,7090,7100,8410,5590,6660
"snR6",70,110,90,70,80,80,3,90,100,100,90,80
"YLR108C",25380,23100,26420,24900,26510,23360,2,4260,4690,5180,4950,4520
"YLR109W",519240,627790,518630,591650,603170,621510,1,344220,316440,395830,345670,378960
"YLR110C",1707610,1835950,1818980,1817550,1846430,1790210,2,1903840,1770200,1903570,1926780,1631500
"YLR111W",4570,4060,4530,4580,4170,4310,2,640,420,600,510,510
"YLR112W",7250,7630,8240,7400,8430,6680,2,2310,2220,2480,2760,2520
"YLR113W",82000,91110,82370,82050,80940,80270,3,77880,78240,88360,75000,74770
"tR(ACG)L",70,80,90,80,80,70,3,110,100,70,140,100
"YLR114C",22580,24800,18730,20870,22240,20500,2,12750,12640,13970,12190,11750
"YLR115W",12360,12750,12260,12070,11570,10720,2,8890,7720,9460,7870,7960
"YLR116W",11280,12810,12390,11930,12320,12560,1,8070,7940,9010,8570,7690
"YLR117C",12460,12330,12450,12580,12110,11610,2,7460,7530,10090,7500,7890
"YLR118C",22210,24860,22550,24430,24510,25060,2,21860,20980,24260,20160,20640
"YLR119W",4040,4040,4170,4370,4720,3650,2,3630,3860,3640,2550,3040
"YLR120C",44970,43150,42510,39190,37230,32580,2,88830,78530,80430,79790,54750
"YLR120W-A",460,420,520,390,640,540,3,440,290,310,320,440
"YLR121C",44230,45930,43090,44860,45560,43220,2,28010,23170,27920,28360,22620
"YLR122C",590,680,800,620,690,610,2,390,480,520,410,350
"YLR123C",720,880,810,760,950,940,3,580,450,590,390,440
"YLR124W",1740,1870,2230,1420,2000,1880,2,1410,1230,1820,1440,1460
"YLR125W",2730,2140,2110,2510,2770,2280,2,1610,1490,1760,1630,1280
"YLR126C",6520,6580,7290,6610,7140,7730,2,5230,5450,6060,3840,4610
"YLR127C",12490,12800,12270,11530,12870,11830,3,9280,8510,10790,7730,8020
"YLR128W",6170,6600,6230,6250,6260,6210,1,5020,5220,5540,4610,5480
"YLR129W",6810,7260,6420,6970,7230,6480,1,3590,3560,3980,3950,3000
"YLR130C",43120,47600,43450,45200,43900,44600,3,50870,51820,56650,51750,46380
"YLR131C",9330,9310,8580,8750,8290,8710,3,6410,7400,7790,7220,6900
"YLR132C",10600,12180,11350,11920,12140,11650,2,5560,6650,7250,5220,6790
"YLR133W",26290,28970,24250,25400,25750,24630,3,16100,17260,18180,16630,16200
"YLR134W",5460,5400,4710,5680,4110,4620,2,3550,4340,5040,4650,4270
"YLR135W",6920,7800,6880,7290,7180,6610,2,4290,4440,5270,4030,4260
"YLR136C",3670,4080,4330,4140,4260,3290,3,4520,3670,4530,4130,4210
"YLR137W",10740,12310,11250,10810,10720,11420,2,6690,7390,6680,6650,6810
"YLR138W",45230,45330,40480,40190,40240,37190,2,36270,35970,39690,36930,29310
"YLR139C",6790,6970,6190,6830,6630,7040,3,4440,3970,4330,4700,4280
"YLR140W",270,440,250,260,320,330,2,240,220,250,250,220
"YLR141W",7960,8040,7680,8710,7800,7700,2,3840,3620,4000,3700,3950
"YLR142W",5500,5260,5820,5630,6750,5450,2,11150,11460,13060,12200,10730
"tD(GUC)L1",70,70,70,70,70,70,2,80,70,70,70,70
