"","A.t1_rep4","A.t2_rep4","A.t3_rep4","A.t4_rep4","A.t5_rep4","A.t6_rep4","B.t1_rep4","B.t2_rep4","B.t3_rep4","B.t4_rep4","B.t5_rep4","B.t6_rep4"
"YDR404C",73100,82240,75200,78640,81120,79860,76040,82660,80200,91140,79720,74540
"YDR405W",33420,37800,35520,36920,36820,33800,25140,30800,31220,29780,25940,29020
"YDR406W",51460,53280,47660,48240,49380,44520,82460,80160,77840,92400,85100,64440
"YDR406W-A",280,220,220,200,260,280,300,260,220,300,280,220
"YDR407C",38760,39820,36180,37200,34140,33080,28480,27500,28080,29180,25740,25100
"YDR408C",58300,61340,58260,60960,64660,67180,47380,47380,49300,52920,45940,47900
"YDR409W",19140,20040,17980,20300,19140,18620,14720,15800,14960,17260,14820,15200
"YDR410C",45540,57040,47120,51840,53680,52520,46400,45580,49180,53500,44480,45340
"YDR411C",51380,59480,50380,56280,55940,58940,44720,45700,49460,50920,44680,44140
"YDR412W",1940,1580,1620,1520,1600,1460,1620,1540,1540,1880,1460,1280
"YDR413C",200,260,240,220,240,220,200,200,220,240,200,220
"YDR414C",17280,21780,18160,20000,18420,19260,18540,18000,19900,20180,17200,19820
"YDR415C",28900,36120,29740,33560,34300,29880,28160,26680,29940,32700,28960,27440
"YDR416W",16740,17420,16960,15420,16720,14520,13300,11820,10560,12640,9920,9760
"YDR417C",260,260,260,300,320,320,260,280,300,360,340,500
"YDR418W",78100,92780,84100,90440,81040,91040,103180,99940,98660,116100,87960,92600
"YDR419W",20580,20000,18200,21360,19380,19220,11160,12240,11780,13280,11400,12900
"tS(AGA)D3",200,220,200,200,200,200,200,180,200,220,200,200
"YDR420W",31360,31540,28240,25540,26200,24400,16940,17380,14840,17500,16120,12920
"YDR421W",27760,29180,28120,28520,28180,26360,17780,16700,18180,20180,17340,15800
"YDR422C",33500,33560,30680,30260,29240,26500,29520,29340,26940,31220,28280,25300
"YDR423C",39940,39020,38500,40180,42020,35760,27760,29120,29460,33220,29640,27060
"YDR424C",13780,18280,17320,19320,17480,19060,13740,15720,15260,19060,12180,16040
"YDR425W",26980,23760,25780,23060,25940,22220,17380,19880,18720,18620,18740,16880
"YDR426C",260,200,200,220,200,220,200,200,200,200,200,200
"YDR427W",100740,110180,106840,117000,115500,105940,92480,86540,90960,110260,79160,96820
"YDR428C",15200,16220,14960,14940,14820,14400,17360,15920,16440,18900,15440,13700
"YDR429C",79080,89920,85180,90140,86860,85400,95040,99500,100020,109280,89540,92620
"YDR430C",34760,35040,31180,31120,34540,30200,36460,34340,37460,39720,34460,34600
"YDR431W",320,240,340,260,280,220,220,280,240,220,200,280
"YDR432W",222800,239720,207880,227940,230760,210100,156600,151800,145560,159100,159400,147240
"YDR433W",1380,1480,1420,1420,1180,1340,1240,1140,1280,1320,820,1100
"YDR434W",54740,63220,55860,62620,60360,59760,48920,45240,49660,54860,46900,47020
"YDR435C",53720,54980,55840,55080,60060,53300,48800,49080,46740,60900,45900,49800
"YDR436W",77080,74020,68580,69940,66000,59960,55760,53180,52260,55420,52420,44500
"YDR437W",5740,5820,6200,5560,6440,4900,4620,5460,5480,5280,5160,4800
"YDR438W",18600,19960,18540,19120,18800,19060,12900,15820,14640,17080,14200,11220
"YDR439W",9600,8840,10160,10700,10100,9340,8740,8660,8200,9500,8240,8360
"YDR440W",10020,11480,9820,10940,10760,10060,7300,7020,6060,7400,5760,6020
"YDR441C",30440,35480,28640,31940,33300,31400,26340,30180,28920,32920,30640,25620
"YDR442W",460,500,520,400,420,300,440,320,420,520,360,420
"YDR443C",25620,25240,24300,22120,23400,20280,16700,16440,17400,19060,16700,13820
"YDR444W",17080,18640,16800,17460,18960,16800,13460,13480,13500,15740,11900,13660
"YDR445C",200,200,200,200,200,200,200,240,240,200,180,220
"tK(CUU)D2",200,220,220,200,200,220,180,220,180,200,200,200
"YDR446W",480,400,320,360,460,580,400,360,400,500,380,420
"YDR447C",133980,173120,147760,174540,162640,180700,223660,212840,232900,261800,199660,226520
"YDR448W",8680,10840,9060,10080,9920,8220,8140,8760,8700,9440,9040,8400
"YDR449C",4300,4820,4180,4560,5260,5240,2460,1700,2420,2440,1920,1740
"YDR450W",367520,428800,374680,434600,416980,427520,548740,520680,543340,606500,480060,531920
"YDR451C",12080,15440,11820,14560,14840,14340,11880,8700,10980,11520,8120,12040
"YDR452W",106440,118460,94920,111080,102200,97920,84180,81380,86400,93340,76620,80000
"YDR453C",16420,18340,17320,17380,20540,16840,41160,39300,41080,50120,40160,39760
"YDR454C",100860,119480,110360,118180,120880,121440,125440,119680,125160,141720,121620,127200
"YDR455C",340,280,300,280,360,260,280,200,340,260,220,260
"YDR456W",79080,86920,77360,78020,77260,78140,60700,58560,62400,67640,59260,52220
"YDR457W",49260,52320,53780,50620,50820,47720,37900,40160,35400,43500,40500,33660
"YDR458C",31860,31840,29320,30020,30660,26040,23400,23700,24000,27320,21280,21700
"YDR459C",32160,38800,32700,35200,34960,33300,22920,21460,23280,24520,20160,21560
"YDR460W",18840,21540,20360,21560,19940,20360,12700,13040,13780,16400,10500,14840
"YDR461W",24420,27940,25360,29240,25980,28540,137640,159180,156700,156680,140980,144260
"YDR461C-A",8300,10620,10000,10560,12020,10660,6340,6400,7640,8540,6740,6940
"YDR462W",18640,22280,21380,18660,22220,19560,16060,17480,18920,19240,15160,17880
"YDR463W",39560,43420,35900,38460,40780,37300,22420,22200,23920,25740,21060,22360
"YDR464W",11660,12480,10200,10920,10660,9460,5920,6200,5680,6380,5060,5500
"YDR464C-A",200,200,200,220,180,200,200,200,200,200,200,200
"YDR465C",19780,22480,22760,21640,21040,19420,19900,22260,20660,20500,19080,17800
"YDR466W",34000,29740,30900,29360,30000,26800,23540,22480,22980,25900,21380,19460
"YDR467C",800,780,880,1260,920,820,800,940,640,1120,940,880
"YDR468C",23460,26320,23040,25700,24320,24160,18280,20100,21340,24280,14980,19080
"YDR469W",11100,12540,11340,13660,13400,13760,7880,8020,8640,10620,6680,8420
"YDR470C",24560,25120,23340,23060,25160,21220,22920,22100,21800,27100,22320,22200
"YDR471W",173500,208360,177420,205460,190060,201180,234580,235460,233140,257520,206480,212800
"snR13",4860,5560,5580,5900,6760,6400,5220,4860,5260,4720,5480,5080
"YDR472W",27560,31040,28260,32240,28800,29060,18520,19140,19260,20180,16760,18180
"YDR473C",8560,8760,9260,8480,8340,7500,4760,5080,5120,5320,3900,5700
"YDR475C",46220,43620,45880,40120,40160,34660,31660,37020,30720,36400,33620,28300
"YDR476C",85860,91660,80300,88840,87340,87220,52000,52420,52000,55000,53980,54120
"YDR477W",59300,62420,55800,55720,58460,53600,71960,66400,71060,76920,69940,61420
"YDR478W",3920,4200,4500,4500,4600,4100,2480,3220,3240,2740,2720,2760
"YDR479C",74380,81760,70100,73260,76360,71280,61580,59540,66140,67800,60960,62980
"YDR480W",19240,23000,21940,20660,23280,21600,12840,12860,12940,14300,12440,12660
"YDR481C",106800,124320,103720,109760,108180,101000,169120,169840,160960,186200,179840,139320
"YDR482C",11740,14100,14260,13560,15160,13440,7980,10900,10400,11820,8280,8940
"YDR483W",207800,232840,198060,208480,210040,203360,208140,192220,201520,220040,204900,182760
"YDR484W",14620,17240,16580,15740,13960,14060,12500,12320,10660,13620,10280,11040
"YDR485C",20260,20940,19540,19840,19580,18980,13120,14480,14380,16260,11260,12320
"YDR486C",32220,36500,34060,34760,36540,37100,27000,27060,29700,35740,24400,29140
"YDR487C",121880,148360,132340,142680,141020,138800,99540,101900,105180,107460,92700,95440
"YDR488C",10520,12640,10740,10440,10800,8960,9820,8840,8920,9260,8540,7380
"YDR489W",12320,13140,12920,13460,13600,12960,8820,9140,9200,9540,8620,9780
"YDR490C",35040,35840,32600,33720,35460,33640,25480,25780,27160,27120,23160,25540
"YDR491C",4280,5940,4400,4400,5120,5500,3520,3300,3200,3820,4280,3200
"YDR492W",32800,42860,35340,37560,38240,38080,29600,31000,34000,36300,28340,27960
"YDR493W",7700,10000,7640,9220,9240,9700,8380,7220,8860,8640,6140,8260
"YDR494W",27200,27820,29160,30540,28880,27300,24760,24560,24400,30320,20780,25800
"YDR495C",14220,13360,13900,14500,11560,11080,10000,11160,10360,12300,7760,9380
"YDR496C",9760,12500,10620,10600,9920,9660,7980,9920,8080,8980,7580,6760
"YDR497C",358820,414640,328540,354900,361760,339220,240600,220580,253420,262000,207420,232620
"YDR498C",35640,39960,35620,35940,39380,36600,21860,24300,22940,26520,22320,24340
"YDR499W",11520,12520,10520,13660,10120,12040,6560,6980,6460,7400,6020,6460
"YDR500C",212700,249720,236520,246160,262600,259440,284160,312740,287820,326260,283180,283080
"YDR501W",5200,6060,4700,4300,5000,6000,7280,7860,7820,8460,6660,5880
"YDR502C",73260,87180,75140,78700,80240,76200,77700,68940,77780,84640,74780,75820
"YDR503C",23240,27160,22120,24700,24260,23000,16320,16500,17180,20380,15380,15340
"YDR504C",2860,2920,2460,2900,2620,2460,2120,2040,2020,2440,2320,1820
"YDR505C",55400,53660,47620,50540,47120,44560,43100,39080,39920,43880,39180,37020
"YDR506C",24160,24600,21540,24780,21780,24780,13820,15400,13520,15700,15640,12840
"tL(CAA)D",200,200,200,200,200,200,200,200,180,200,220,200
"YDR507C",21280,24800,18980,22860,20000,19440,7780,6580,6640,7760,6140,6600
"YDR508C",89480,106000,91300,97880,92040,92040,62540,62160,67120,68640,63540,63220
"YDR509W",240,220,280,220,300,240,220,220,220,220,280,200
"YDR510W",98220,109700,98560,108220,110480,115320,68720,68520,69460,77820,64340,69140
"YDR510C-A",1140,1480,1400,1320,1240,1780,900,1040,1500,1120,1040,1200
"YDR511W",21640,23380,23500,23080,25200,23960,20960,23940,23820,27020,21740,21900
"YDR512C",22860,26800,23620,26460,26540,26980,17160,19840,19940,24640,16520,19440
"YDR513W",96920,112160,96600,107160,106740,118200,130220,131600,137520,153860,121440,132480
"YDR514C",6340,9640,7280,7940,8780,8060,3540,2880,3060,3920,3280,3520
"YDR515W",8120,8020,8180,7260,7260,6740,5060,5700,4920,5260,4900,5280
"YDR516C",397940,437580,398580,396880,429700,383020,878580,862380,921660,1062120,828600,886220
"YDR517W",217960,233760,206500,209480,224660,212740,141420,144240,141560,161060,145340,134300
"YDR518W",55380,65960,53060,52100,57020,54960,38620,35860,35980,41100,36700,31840
"YDR519W",43560,56200,42740,51600,56940,54920,42220,45620,50300,53780,43500,46880
"YDR520C",14520,14720,13440,13800,12840,13520,7660,7100,7360,9480,6960,7740
"YDR521W",280,220,260,220,220,220,200,180,220,200,200,200
"YDR522C",7800,7980,8660,7260,7900,8540,5020,5100,4660,5940,4760,4520
"YDR523C",1260,1540,1440,1540,1860,1580,640,620,1160,720,540,520
"YDR524C",29080,32500,30260,31960,31080,27060,23540,20680,21640,24040,19060,21580
"YDR524W-C",668580,815940,716340,725660,742500,772720,657140,724800,728300,763640,681640,601020
"YDR524C-B",2166920,2564160,2280860,2273320,2418520,2354420,1948900,2143800,2127820,2241380,2162140,1825780
"YDR524C-A",480,560,600,500,460,600,240,220,240,260,280,220
"YDR525W",280,280,480,500,360,480,260,480,420,360,340,360
"YDR525W-A",18540,20200,16180,18820,17520,15700,11080,12120,11780,10540,11020,10180
"YDR526C",240,240,220,240,220,200,200,200,200,200,200,220
"YDR527W",11820,14140,12140,13680,12820,13880,7540,8360,7960,8540,5760,7240
"snR84",5500,5660,5200,5860,6740,5720,5240,5400,6020,5920,6520,4620
"YDR528W",4520,5940,3780,5120,4900,5100,1880,2000,2280,2680,1920,2360
"YDR529C",64780,73620,67500,75140,70020,79320,79960,79220,90040,98240,68340,90380
"YDR530C",54100,60280,52040,56640,58000,56580,46000,43820,51160,56280,46560,44720
"YDR531W",47140,58060,45760,59460,54700,57260,42360,36640,41380,49240,36640,41840
"YDR532C",6860,8000,8060,6920,7840,7300,5540,6200,5400,6700,4500,5840
"YDR533C",19320,21720,22100,21080,23760,23400,31920,30840,32620,39920,32180,34040
"YDR534C",7740,7880,7300,7380,6700,8140,2700,2500,2520,2440,2260,2600
"YDR535C",3700,3860,3320,3320,4000,3060,980,1800,1260,1180,1560,980
"YDR536W",9680,9980,9680,10220,11040,9340,6560,6480,7240,7880,6220,7220
"YDR537C",680,720,800,920,780,700,760,620,640,540,460,540
"YDR538W",4360,3720,3100,4160,2900,3220,3140,3300,3380,3860,2700,2840
"YDR539W",27040,29480,27460,26480,27360,26420,32340,26400,29540,32880,29180,28720
"YDR540C",3960,5400,4740,4580,5420,4620,4040,4800,4060,4800,3260,5360
"YDR541C",36180,38740,33760,35200,35780,33960,20900,21740,20580,23300,18720,21060
"YDR542W",540,560,460,600,400,500,360,420,460,320,300,300
"YDR543C",220,220,200,200,200,200,200,200,200,220,200,220
"YDR544C",240,220,260,260,220,220,220,240,220,260,200,180
"YDR545W",62140,64540,52780,56360,55420,49160,44520,47140,42860,48440,43220,38100
"YDR545C-A",220,200,200,200,220,200,200,200,220,200,200,200
"YOL166W-A",200,200,220,200,200,200,180,200,200,200,220,200
"YOL166C",200,200,200,220,200,220,200,200,220,200,220,180
"YOL165C",1220,2020,1600,1440,1420,1320,460,760,560,940,700,520
"YOL164W-A",2380,2860,2880,2600,2680,3240,1440,1660,1220,1880,1280,1180
"YOL164W",33920,36980,32440,31600,33780,29780,21400,24080,22300,24960,21900,20920
"YOL163W",5400,6540,5340,5820,7100,5960,3160,3240,3140,3280,2440,2960
"YOL162W",2540,2660,1760,2900,2320,2260,1660,940,1240,2260,1080,1320
"YOL161C",340,240,340,280,240,300,340,260,260,300,300,280
"YOL160W",980,1180,1220,1260,1080,980,800,580,360,640,580,800
"YOL159C-A",4020,4520,3980,4280,4240,4680,4860,4960,4640,5580,4820,4340
"YOL159C",18320,21820,19280,21220,20940,20140,15740,15480,13960,17300,13820,15900
"YOL158C",48820,49160,48580,46360,48180,46760,108080,106200,104820,126120,109840,97480
"YOL157C",16500,18420,17540,17380,17780,14920,9080,8520,8160,10640,8320,7840
"YOL156W",24220,27660,23140,23040,25980,23300,7600,7920,7520,9300,7200,7800
"YOL155W-A",620,880,500,740,540,680,780,720,800,820,600,1000
"YOL155C",27140,30220,25180,26160,24940,23640,137100,146320,127080,149140,132920,109520
"YOL154W",17300,18640,18020,19040,18840,17780,5940,7000,6900,6380,6120,6940
"YOL153C",22600,25160,24960,24420,24400,24260,49420,54100,55400,61900,50720,50280
"YOL152W",3240,3900,3660,4200,3640,3060,22400,26380,23560,23380,21840,20120
"YOL151W",51160,58780,53000,52700,59300,57700,25360,22640,22720,25720,22380,25240
"YOL150C",200,200,200,220,180,200,200,200,200,220,200,180
"YOL149W",14520,15940,15340,15480,15620,15100,11400,11200,12680,12700,10880,12100
"YOL148C",19320,19840,17720,18900,19540,18400,12180,12700,11580,14440,10640,12380
"YOL147C",32300,39380,30960,35800,33100,39260,29560,30020,31780,33500,28480,30520
"YOL146W",9180,11400,8260,9900,10700,10420,6320,5980,7440,8280,6380,7120
"YOL145C",43720,47960,39540,41080,40360,37500,29100,29600,32640,34120,24320,30520
"YOL144W",5120,6260,6000,6680,4840,5560,4500,5260,3820,4700,3380,3980
"YOL143C",102800,130900,109240,118080,123560,120340,274100,275600,288140,312220,259920,266440
"YOL142W",29280,30180,29140,29800,31520,29680,17860,17740,17700,20580,18740,18180
"YOL141W",1340,1720,1560,1180,1640,1440,1600,1100,1320,1120,980,860
"YOL140W",9880,12500,12720,11820,12160,11600,8860,9220,9140,9980,8480,8920
"YOL139C",149960,180420,154780,170480,174140,170380,176440,161960,173920,195780,149080,174640
"YOL138C",21900,21760,21560,22320,21040,19760,13120,12440,13720,14240,13820,11720
"YOL137W",18120,21820,18160,19420,20920,20340,12900,14240,15040,15860,13880,14040
"YOL136C",53400,58240,48060,54200,54720,49160,63160,55860,59960,66740,56680,61340
"YOL135C",12360,13820,14460,14900,15240,14620,8320,9120,9020,10380,8060,7960
"YOL134C",260,320,220,300,260,360,300,340,360,280,260,360
"YOL133W",7840,10180,7200,9360,9160,8880,7520,7260,7820,7460,5840,8120
"YOL132W",5720,7060,5320,5960,6140,5460,3420,2980,3040,3420,3100,3740
"YOL131W",1420,1220,1320,1460,1700,1220,1080,1240,1040,1220,1020,1380
"YOL130W",35740,38140,33640,34220,32440,31400,53620,56620,48700,57640,51780,41660
"YOL129W",187400,220820,193780,211940,218840,219180,165820,171400,183760,204680,166640,166280
"YOL128C",5540,5540,5440,4840,5660,4780,3480,3500,2780,3860,3320,2940
"YOL127W",505000,594460,533100,586360,594880,606600,748760,759360,756420,861660,679780,760120
"YOL126C",250880,275300,254760,256180,272100,252100,200980,199820,213040,245660,199400,208000
"YOL125W",11260,12020,12880,12660,13280,10760,7180,8540,7240,8620,7420,6600
"YOL124C",4900,5900,5260,5920,4760,5920,4900,5840,4320,4740,4520,3520
"YOL123W",18840,24080,19480,21900,18920,20240,38180,34560,40960,39660,28360,40200
"YOL122C",67540,71480,60700,64880,63360,61400,59340,57180,59780,65900,57760,50200
"YOL121C",175940,221020,186740,215220,205780,221380,243640,240820,251880,281380,228460,241760
"YOL120C",798460,936560,830280,920140,894220,926180,1103060,1088740,1044460,1205340,1079580,1062580
"YOL119C",62220,71000,64520,70260,69620,65280,52480,54140,50760,59000,52960,46940
"YOL118C",4000,5260,5200,5140,5360,4680,8360,10140,10560,11000,9800,9800
"YOL117W",19760,20340,20420,19760,20340,17480,13140,14580,12940,14920,13500,12360
"YOL116W",23860,25640,25760,25020,23000,22940,20800,18600,19020,22080,16040,16140
"YOL115W",14280,17620,12080,13340,13440,15060,9840,10080,11300,11080,8840,10160
"YOL114C",6180,7500,6220,8100,7560,6800,2800,2440,3160,3020,2420,2260
"YOL113W",26340,29980,28580,29060,28680,25380,23980,26700,22180,28840,22560,22820
"YOL112W",26220,31000,25380,28220,28160,26880,17400,17660,18680,22180,16100,17380
"YOL111C",39320,41720,41500,41220,41460,39240,33640,33640,35020,37280,34600,32080
"YOL110W",39500,44080,34160,46660,40040,47340,10960,12160,11460,13560,11800,13280
"YOL109W",60860,72580,70020,73480,77100,77880,272600,334340,287960,376420,246320,284500
"tG(UCC)O",200,200,200,180,200,220,220,200,200,220,200,260
"YOL108C",12580,13720,14280,14140,15200,14220,10080,12720,11840,14120,9200,11580
"YOL107W",33000,41060,30680,33780,34120,33220,25440,21220,25040,27260,23640,22840
"YOL106W",980,1180,820,1240,1140,1240,1040,1200,780,1500,1580,840
"tT(AGU)O1",180,240,200,200,180,200,200,200,200,220,220,200
"YOL105C",44880,47040,46500,42860,44680,41760,25900,25700,22080,26360,24540,20640
"YOL104C",800,780,520,580,560,780,8740,8040,8140,8760,7200,8340
"YOL103W-B",25160,26240,22960,23380,21860,21040,117600,116640,106040,124780,109540,97480
"YOL103W-A",200,180,200,200,200,180,200,200,200,200,200,220
"YOL103W",54000,61820,50080,55800,59400,49820,44220,41780,43700,47400,41960,37240
"YOL102C",14660,17300,16580,16940,15020,16860,10100,11580,11580,13220,10280,10660
"YOL101C",19240,20340,19020,21380,21400,21720,19200,18900,21000,22620,19180,20660
"YOL100W",21260,19740,19120,18400,18860,17280,17780,16560,16140,18020,15960,13100
"YOL099C",300,280,380,300,300,340,240,320,360,360,300,360
"YOL098C",83520,86340,74560,81820,76880,73380,67900,62320,58600,71380,62160,59540
"snR58",840,1080,960,1040,1000,1100,520,580,580,820,480,760
"YOL097W-A",1560,1480,1340,1700,1320,1220,1260,1080,1160,1720,860,1040
"YOL097C",86320,99860,86860,93900,92000,91520,105340,98800,98980,110180,94260,92680
"YOL096C",23600,26320,23840,24520,26740,23760,24300,24660,26520,30140,23640,25700
"YOL095C",8380,9480,7740,7860,7900,7480,5560,5100,5140,5720,4880,4980
"YOL094C",13600,14840,14640,14960,15220,15120,9720,9440,9480,9540,8740,10720
"YOL093W",12260,12780,12020,11400,12880,13000,7860,8620,9520,8380,7960,8000
"YOL092W",86960,104380,87440,92940,95220,91280,72880,77380,82440,78820,78600,59260
"YOL091W",2320,2900,2280,2940,3040,2600,1840,1460,1500,1500,1660,1680
"YOL090W",27040,27140,22420,24860,23400,23840,12760,12420,12160,15060,11640,13460
"YOL089C",17080,18040,17160,17760,17720,16280,13540,11920,11900,12800,12780,12140
"YOL088C",34700,38680,32900,38380,37140,36600,29100,28020,31600,34100,26880,28680
"YOL087C",80820,79580,77740,75700,76220,67240,74920,71400,71500,80460,69560,63000
"YOL086W-A",13120,15300,13780,14480,14460,15580,10200,11900,12720,14680,9840,12180
"YOL086C",6431780,7126560,6292840,6706300,6634360,6671500,7452900,7365080,7104720,7956840,7839720,6850220
"YOL085W-A",2160,2840,2300,2180,2700,2040,2340,3080,2400,2780,2800,1720
"YOL085C",840,780,860,760,640,800,1080,720,520,980,780,700
"YOL084W",15280,13460,14240,13440,13820,12260,13740,16040,12480,14440,13480,8640
"YOL083W",19360,19180,18440,21280,21260,20540,15520,15780,16860,20860,14220,18020
"YOL083C-A",200,220,200,200,200,220,200,200,200,200,180,180
"YOL082W",71180,82360,71880,77380,81040,74940,54020,57820,59700,68320,49540,56440
"YOL081W",63560,57780,56240,55680,53680,47460,53820,59600,53500,64860,57280,44820
"YOL080C",1220,1880,1560,1740,1380,1560,1180,1380,1280,1200,1100,960
"YOL079W",200,200,220,200,200,200,200,200,200,200,200,180
"YOL078W",12100,10900,9600,9740,11080,8720,5140,6420,5500,7200,4960,5760
"YOL077W-A",26800,31780,25680,35120,35560,34240,31520,30280,33520,37200,28200,34300
"YOL077C",18060,21800,21180,20940,18620,19240,27840,30180,28120,29720,27760,25960
"YOL076W",7460,9140,6700,7600,6760,6920,7100,6300,6400,6320,5700,5940
"YOL075C",20260,21540,19020,18600,18240,17480,15900,16160,13180,14680,13920,11360
"YOL073C",58540,67580,62680,62440,65800,64420,49320,54400,54160,63480,52920,52880
"YOL072W",16700,17720,16920,15060,19620,18280,11840,12180,12340,14780,11600,12080
"YOL071W",20580,24120,22620,24240,23680,22400,23840,24160,23020,28720,22140,24580
"YOL070C",37700,45520,37800,41380,42220,37820,22520,20800,21600,25060,17600,21200
"YOL069W",14640,14320,14780,16020,14200,14380,7400,7140,8320,8060,7140,7860
"YOL068C",40500,45680,41200,42460,42600,40580,31700,31760,32980,37500,30400,32880
"YOL067C",13400,13820,12620,14240,14320,11880,8760,10000,10300,10520,9360,10600
"YOL066C",15620,15580,13800,14800,15720,13980,11860,10280,10820,12580,9280,10840
"YOL065C",18060,19800,20480,20360,20680,18100,18720,18900,19620,20820,17360,20000
"YOL064C",58780,68060,55540,65240,68020,68200,55500,55780,58860,68540,52980,57440
"YOL063C",24880,26400,25600,26900,26420,22040,21380,23500,22080,25080,20760,18980
"YOL062C",85700,97820,85760,89820,91780,86680,83660,80120,80420,92520,77020,81480
"YOL061W",57780,68480,59360,65580,61900,58640,63720,62180,62140,66800,62100,55740
"YOL060C",109720,110320,95460,96560,100020,94240,90800,83300,90180,97520,83960,82940
"YOL059W",178980,192660,178880,174800,180740,176160,111840,115900,102100,120100,113160,92080
"YOL058W",109220,130940,106300,115680,122260,117620,55420,49940,56660,59500,49340,56520
"YOL057W",73840,83540,68420,74900,73860,72940,61480,56760,63360,64400,59680,54020
"YOL056W",16820,18600,18140,18680,18340,18220,17120,17300,16000,20840,14160,18120
"YOL055C",19340,21200,21860,21960,22120,22160,16300,18040,17880,21500,16500,17780
"tG(GCC)O1",200,200,220,280,200,240,200,240,240,240,200,280
"tN(GUU)O1",200,200,200,180,220,200,260,180,200,240,200,200
"YOL054W",13600,14740,11800,13980,14480,13040,6020,7560,6680,8360,6600,6140
"YOL053W",23280,22280,20940,21980,22260,20920,17400,19420,18140,22980,15420,19160
"YOL052C-A",8440,9760,9740,9680,10020,8860,145980,159940,170960,177540,156660,148700
"YOL052C",31240,35400,32860,33140,34960,30280,24340,24680,26500,27340,26800,23260
"snR81",620,860,720,1140,900,900,500,440,1120,980,640,760
"YOL051W",55340,53620,48040,48940,47360,44440,32960,30460,31020,33660,27860,27760
"YOL050C",840,760,760,740,820,880,540,600,720,640,540,560
"YOL049W",80840,88220,80400,87560,83780,81240,75720,65020,67680,84020,69580,71800
"YOL048C",74280,84660,75800,79700,84000,80000,64920,64220,69980,79040,62600,61180
"YOL047C",14100,14260,13380,14260,15620,13080,9220,12780,10020,12780,9340,8740
"YOL046C",460,440,380,400,420,380,340,360,400,360,440,300
"YOL045W",35640,32360,31760,29740,32140,26420,21560,24100,19880,26940,21440,18340
"YOL044W",17120,18020,19040,18300,20380,18580,12220,13000,13280,15860,12740,11020
"YOL043C",13460,14220,14660,14420,15260,14820,9640,10600,10120,12900,10280,10780
"YOL042W",21420,24400,23960,25540,25840,22800,22040,22260,22080,23880,20820,20340
"YOL041C",16580,18120,15340,16940,14720,15800,11860,14960,11300,13140,11880,10720
"YOL040C",608280,745660,675280,709520,734160,727920,801140,771640,780240,838920,819220,765420
"YOL039W",462440,540400,518440,498780,522780,502940,565840,592080,555460,603520,630900,501280
"YOL038C-A",2940,2280,2660,3220,3580,2600,2200,2820,2740,2740,2220,2640
"YOL038W",97720,116080,105340,117380,111120,111960,90440,101020,101800,115400,84160,98960
"YOL037C",540,760,620,720,880,640,440,580,480,580,520,560
"YOL036W",42040,44340,38720,41440,40280,38340,20420,20080,19600,22820,21400,20060
"YOL035C",620,660,580,720,460,820,300,460,500,460,520,320
"snR50",1560,1680,1160,1560,1500,1940,1140,1220,1060,1560,880,1360
"YOL034W",8380,10280,8480,8600,7840,8360,4620,4880,4660,4820,4200,4200
"YOL033W",14360,15780,14840,15880,14420,13120,10700,11760,12340,12300,11620,9400
"YOL032W",18000,18040,21160,18880,20220,17220,17100,18400,17460,21840,15680,16060
"YOL031C",38460,41620,37280,42420,41240,39960,30980,30700,31840,38840,28060,32940
"YOL030W",288680,335180,288040,291700,313700,299580,235280,223320,235180,247820,232960,212720
"YOL029C",10440,11300,10660,11820,9600,10780,6560,6160,7160,6760,4660,5560
"YOL028C",13040,14780,10420,12560,13700,10480,6560,7400,7020,8180,6180,5920
"YOL027C",45120,50680,42380,47120,47060,42380,34240,36280,35180,38120,30860,36020
"YOL026C",28920,32140,26960,30080,29640,32540,21540,22760,22920,23140,19240,20040
"tS(GCU)O",240,260,200,240,200,200,280,280,260,220,300,280
"YOL025W",19560,19980,21260,19180,20160,19400,14080,13380,13340,15620,13400,12940
"YOL024W",400,440,420,500,420,460,560,300,320,500,360,300
"YOL023W",9480,10760,9620,10940,9660,7580,9940,9840,9580,11100,8700,8700
"YOL022C",29200,30740,27580,30780,28620,25480,26240,24540,24320,27200,24380,22580
"tG(GCC)O2",240,200,200,200,200,260,200,220,220,240,260,240
"YOL021C",31500,34200,26780,29140,28080,26740,21440,20140,19160,23560,20020,19860
"YOL020W",38200,43640,39440,41480,40680,37300,47240,45280,47540,53380,50780,43240
"tY(GUA)O",220,220,200,200,200,200,200,180,200,180,180,180
"YOL019W-A",260,220,180,240,220,200,200,200,180,200,200,220
"YOL019W",33960,37220,29100,28200,32620,30460,26400,21600,26000,26500,24240,24580
"YOL018C",25800,28680,25960,29340,29220,26160,18140,17120,18620,23980,16920,21160
"YOL017W",9260,8660,8400,9080,9160,8000,3880,4340,4440,4160,3600,3220
"YOL016C",99160,95700,111820,97560,94180,90880,125760,147080,109400,147960,124120,104340
"YOL015W",4120,4240,4000,4060,3560,3760,4560,4660,4620,6200,4880,3900
"YOL014W",4580,5440,5400,4900,5320,5160,5680,10920,5720,7540,7800,5180
"YOL013W-B",560,540,580,380,540,460,360,220,340,200,220,280
"YOL013W-A",340,300,260,260,280,380,540,500,680,460,560,460
"tP(UGG)O1",220,200,200,200,220,200,180,220,200,200,200,200
"YOL013C",55700,58000,53880,56200,55560,52560,47600,49120,51080,56000,46640,45780
